Player,Surface,ELO
Jh Winston,Grass,1500.736306793522
Dunstan P Rhodes,Grass,1505.1344452481555
Gr Bennett,Grass,1484.9057536649289
Eg Levien,Grass,1484.7475749081848
Ag Plante,Grass,1484.0017559713745
James A Randall,Grass,1483.2901417187834
Jack Ridding,Grass,1516.8352098925568
Cd Beater,Grass,1484.4037936071616
Nd Malcolm,Grass,1458.8940213931812
R Boucher,Grass,1483.4314451437156
Je Boyd,Grass,1467.43869829382
James Powell,Grass,1459.70665790539
Reginald Crundall Punnett,Grass,1484.0
Colin C Wyllie,Grass,1483.531993961499
Ws Andrews,Grass,1488.3275949151518
Hb Routledge,Grass,1478.150382180876
Jas Colston,Grass,1528.3728271151897
Miles S Charlock,Grass,1536.2872576238053
Dwight Partridge,Grass,1497.4941290248466
Artimus Holmes,Grass,1484.4349932502996
Walter B Howe,Grass,1485.3565361625897
Gf Parrish,Grass,1454.0583993268854
Ch Palmer,Grass,1552.2004030524079
Leroy Russ,Grass,1545.9324567758176
Nat Thornton,Grass,1539.979048590415
Cowan Rodgers,Grass,1517.1668816294216
I Mollenhauer,Grass,1561.9602926372393
Lw Scott,Grass,1515.2756258599866
Gwm Kobbe,Grass,1500.736306793522
Frederick C Inman,Grass,1548.9503473369914
Gearse Gardner Jr,Grass,1654.780842951483
Neal Stevens,Grass,1487.8968778721717
Harry C Johnson,Grass,1509.8558466239176
Tw Potter,Grass,1466.8888984759524
W Bigelow,Grass,1497.8851011165643
C M Rodgers,Grass,1500.661851565332
Hf Franklin,Grass,1500.1843894195256
Harold L Beyer,Grass,1492.4775909658151
Hl Westfall,Grass,1579.7568025957278
Rr Livingston,Grass,1471.9443940985584
Wgd Morgan,Grass,1483.9525117960575
Robert D Nelson,Grass,1483.263693206478
Wh Gray Jr,Grass,1487.0686451834233
Hc Pell,Grass,1489.3120097761896
Dean Mathey,Grass,1556.037703443525
Linford Biddle,Grass,1484.0159690580285
Jo Downey,Grass,1470.5983720212255
William Mcdunn,Grass,1483.7643785845241
Ae Kent,Grass,1483.2371107870463
Ludwig  Albrecht Constantin Maria Count Von Salm Hoogstraeten,Grass,1429.9086846933399
Rm Hodges,Grass,1482.6960432451287
Ga Richardson,Grass,1483.1583915978854
Herbert I Foster,Grass,1485.3730830390843
James Brown,Grass,1483.3592163957944
Merwin White,Grass,1484.9961511630634
John W Thomas,Grass,1468.0431943380472
Jo Wagner,Grass,1482.4168696182662
Whiting Preston,Grass,1529.026385264635
W Taylor,Grass,1483.263693206478
Hl Hitchcock,Grass,1483.2462926904882
Arthur Ingraham,Grass,1486.6518091352461
Robert W Wilson,Grass,1488.4879682552464
Hp Cross,Grass,1472.41581238919
Chalres L Frailey,Grass,1440.9935154198172
Seymour Johnson,Grass,1487.8087082767308
William M Fischer,Grass,1490.820964069305
Cr Tucker,Grass,1486.2039449333472
George A Phelps,Grass,1448.943080613293
Bert St John,Grass,1557.3453020116592
Macauley Turner,Grass,1517.1853979179891
Bill Gregg,Grass,1499.4347042903246
Ae Turton,Grass,1500.736306793522
V Rudder,Grass,1468.4794771997288
X Kilgour,Grass,1484.0
F Cupples,Grass,1491.6770429858962
Henry Marsh,Grass,1501.9269862742294
X Fowles,Grass,1483.972017069699
N Marsh,Grass,1484.8927745258673
X Gill,Grass,1484.0703907136642
X Allom,Grass,1483.2316136227344
X Sayers,Grass,1484.2986927051543
George Crouch,Grass,1484.057224639543
Leonard Thurlow,Grass,1468.4221273890473
Cs Gordon Smith,Grass,1504.599048008426
Pierre Verde Delisle,Grass,1484.0
Sirdar Nihal Singh,Grass,1470.7438842223014
Otway G Toler,Grass,1506.0609965610965
An Other,Grass,1484.0
Wg Milburn,Grass,1495.247463466036
Fh Bryant,Grass,1489.6471627300934
Otto Froitzheim,Grass,1566.2266923628263
Douglas W Kitching,Grass,1504.639749125437
Conway William Blackwood Price,Grass,1507.6513000703817
Victor Reginald Gauntlett,Grass,1512.2094062705978
John R Richardson,Grass,1510.3645262542975
Captain Foulkes,Grass,1483.6339326352531
Val Miley,Grass,1471.4571468509953
Count Elie De Lastours,Grass,1484.080985105801
Friedrich Wilhelm Rahe,Grass,1583.8035440080744
Charles Richard Delabere Pritchett,Grass,1499.9531037319136
Fritz Von Bissing,Grass,1475.242729427189
George Myers Church,Grass,1653.0137983174004
Fl Day,Grass,1500.736306793522
William Rosenbaum,Grass,1462.8391696276226
Eugene Hale,Grass,1482.491098979372
He Thomas,Grass,1471.2813572182656
Sp Fahnstock,Grass,1485.755138860501
Le Parrish,Grass,1502.585136199885
Psp Randolph Jr,Grass,1458.9448984950786
Es Blair,Grass,1499.8135387480647
Ws Temis,Grass,1485.4123582046766
C Gilbert Plimpton,Grass,1503.800083487849
Wm Davison Jr,Grass,1499.2005570783956
Ht Peters,Grass,1484.0
Robert L James,Grass,1519.4565165243075
Henry J Torrance Jr,Grass,1554.775678197554
Gustav F Touchard,Grass,1648.1966347114765
Ac Butler,Grass,1487.1063074702497
Harry C Martin,Grass,1543.854714732788
Edward H Whitney,Grass,1637.976613210071
Donaldson Nickles,Grass,1484.0
Re Wigham,Grass,1499.2285919351812
Roderick Terry Jr,Grass,1467.076983305626
Fw Burnham,Grass,1485.2516296394847
B Penniman,Grass,1499.1343348718594
R Brooks,Grass,1473.249869294561
C  Clarke,Grass,1499.2642682997202
V Sorchan,Grass,1484.0
Hc Davis,Grass,1483.263693206478
Alexander D Thayer,Grass,1481.5057600603095
Atx Baker,Grass,1484.0
Gh Frank,Grass,1483.263693206478
Se Hinckley,Grass,1516.0074975093014
Tk Miller Jr,Grass,1499.5616795149342
Walter L Pate,Grass,1511.270337439792
Rh Pearson,Grass,1506.7101379602616
S Wallis Merrihew,Grass,1399.4048839417849
William H Connell,Grass,1480.1581972951526
Ray Palmer,Grass,1520.4760484583078
Js Phipps,Grass,1484.0339081301693
Tom Ridgeway,Grass,1501.1474444429282
Berrall Hoffman,Grass,1482.9209327177543
Francis M Watrous,Grass,1531.8625837545792
George O Wagner,Grass,1485.2266417214187
Semp Russ,Grass,1516.9568234829326
Sb French Ii,Grass,1467.8932829384883
Gc Allison,Grass,1498.4165586153688
M Babcock,Grass,1500.0216230291765
Lh Burt,Grass,1485.9523083829777
Dw Dillworth,Grass,1472.1098586628023
Rs Hardy,Grass,1486.963590192999
A Gammell,Grass,1468.417341703072
Ew Pittman,Grass,1482.6752633458314
At Baker,Grass,1471.574286297842
Jj Darragh,Grass,1469.311581427768
Harold Rowe,Grass,1485.026315259548
Hr Fortescue,Grass,1484.6831152537627
Ew Donn Jr,Grass,1469.5814912860774
William D Bourne,Grass,1399.2586914067583
Ae Thurber,Grass,1466.723395910551
Tvp Knapp,Grass,1483.229272182441
Russell Sard,Grass,1482.530250246168
B Buckwalter,Grass,1485.8629915341667
James Cecil Parke,Grass,1737.9098029037514
X Marsh,Grass,1474.0578525409633
Percy Brereton Colquhoun,Grass,1483.9870740372482
Harry Gibbes,Grass,1507.264813031085
M Mckenzie,Grass,1485.2910062141038
Sydney T Jones,Grass,1487.3705755442766
J Browne,Grass,1483.5784125624311
Lawrence Edward Milburn,Grass,1466.8456057456485
E Stanley Knight,Grass,1500.8441494741198
Rd Nolan,Grass,1479.2248820941159
Reginald Storms,Grass,1484.0450609157224
Henry Bm Knight,Grass,1500.1155760695656
Wjb Blew,Grass,1498.1264213896766
George Coulson,Grass,1498.3065180777426
S Glen Walker,Grass,1499.6511732420236
Louis Trasenter,Grass,1500.9027286870055
George Townshend Candy Watt,Grass,1478.434820960167
George P Allen,Grass,1471.2429426552796
T Ennis,Grass,1484.2857591015447
A Georges Watson,Grass,1475.83736416428
Hs Fellowes,Grass,1488.8506587578925
Bc Hopson,Grass,1484.1432034109566
Cj Adams,Grass,1462.7298162414502
Rf Quennessen,Grass,1484.1165051441988
Otto Pierre Nicolas Blom,Grass,1522.1957518715872
Robert W Dudley,Grass,1503.7524158202355
L Bidlake,Grass,1483.2114332874135
Augustus H Hendriks,Grass,1478.522365511082
Da Rhodes,Grass,1501.6980932051833
J Robinson,Grass,1499.3682614940967
H Thomas Haydon,Grass,1524.3875445025642
Geoffrey E Fowler,Grass,1484.7242372757094
Rs Barnes,Grass,1490.0518383197232
Hl Brutton,Grass,1484.0
Anthony L Prinsep,Grass,1467.5164746474884
Rb Gurney,Grass,1483.3100265763787
Maurice Evans Mcloughlin,Grass,1876.1353928116498
Roland Hazard,Grass,1511.058810198012
Melville Hammond Long,Grass,1537.9157306784425
Charles S Rogers,Grass,1553.7292301557475
Basil Wagner,Grass,1530.7335439807018
Esh Pendergrast,Grass,1517.1251602461032
Henry R Scott,Grass,1532.1600099349569
Thomas C Bundy,Grass,1714.8332887257354
William B Cragin Jr,Grass,1603.7332642399285
Rs Thomas,Grass,1501.6439981892954
Ch King,Grass,1480.4501013029142
C Runyan,Grass,1500.0338330211207
Rt Gaunt,Grass,1532.1808018371291
Bunyan Colie,Grass,1500.8214112357007
Cl Johnston Jr,Grass,1488.8959672747085
Bayard Rives,Grass,1498.7185616468764
Ae Peterson,Grass,1472.88828061056
N Wadsworth,Grass,1504.4889141232047
Frank Soule,Grass,1484.0
Nm Vose,Grass,1467.0282306564484
H Alexander,Grass,1484.0
Thomas S Blumer,Grass,1484.4529417911262
Nelson C Peebles,Grass,1502.8303568673678
Carman Runyan,Grass,1484.0
Fr Hughes,Grass,1510.4305773112492
Thomas Slidell,Grass,1534.4008954522308
Wl Stewart,Grass,1484.0
Em Sheppard,Grass,1499.5343500727913
Jn Du Barry Ii,Grass,1439.4873225579881
Hd Kirkover,Grass,1482.6481235274111
Sm Sinsabaugh,Grass,1485.2224823637475
Rl Oakley,Grass,1484.6870882543365
Frank W Paul Jr,Grass,1472.307742679718
Geroge S Groesbeck,Grass,1460.312181581094
Edgar F Leo,Grass,1517.0457841683904
Gw Knowlton,Grass,1468.0242594060155
Ezra Gould,Grass,1463.5078672140999
G Brock Smith,Grass,1499.6283158596138
William Grosvenor,Grass,1467.4574165266679
Gordon Douglas,Grass,1483.4265399801016
Hg Simmons,Grass,1460.1128085429668
Wl Jones,Grass,1484.0
Wdf Manice,Grass,1466.4097339333198
C Woodward,Grass,1481.5700247758625
George Brooke Jr,Grass,1489.9897334797263
Ww Finley Jr,Grass,1484.9902718178155
Im Thomas,Grass,1501.5978460411936
Rc Mccloud,Grass,1458.5114966848616
Angus S Cassils,Grass,1459.3728673117066
Goodwin Hobbs,Grass,1467.6086458007653
C Amory,Grass,1466.0213373408496
Carl Gardner,Grass,1579.2026349142177
Ewing Taylor,Grass,1490.4620519311052
Ct Porter,Grass,1502.8271672866756
George M Rushmore,Grass,1472.7376723603468
Sydney Beals,Grass,1501.3672328828468
Jp Snow,Grass,1500.4729147244568
George J Janes,Grass,1499.8082444807092
Ja Williams,Grass,1486.8549485539324
Andrew Winsor,Grass,1487.419905930377
Otto H Heinck,Grass,1518.3265035752295
Sf Bain,Grass,1485.604914266101
Walter Roberts,Grass,1460.019385242296
Ae Neargaard,Grass,1519.469813276754
Hw Ballou,Grass,1499.1957558183944
Ft Thomas,Grass,1469.5440268741058
Richard Bishop,Grass,1466.464316852075
Ws Patten,Grass,1483.38469785645
Fp Williams,Grass,1489.018649327949
Lt Wallis,Grass,1485.6397774716274
George Hollister,Grass,1483.3074202576188
George W Pike,Grass,1486.8515536956952
Gal Dionne,Grass,1516.189782063865
Cs Mills,Grass,1481.9238115356661
Fh Harris,Grass,1509.3553358969914
Jc Kopf,Grass,1484.606088558096
D Woodward,Grass,1482.5200743663133
Peter D Martin,Grass,1483.2298601853572
George Leamy,Grass,1483.2677925407972
Sh Boshell,Grass,1484.8212017148387
D Meyer,Grass,1488.4933518281623
GC Keeler,Grass,1468.1663030694408
I Gaze,Grass,1499.630637785467
X Murray,Grass,1484.0
Ernie Parker,Grass,1570.1063802741526
G Odea,Grass,1518.6602663978265
R Kelsey,Grass,1508.2609541633624
L Crooks,Grass,1483.245901466147
I Gibbs,Grass,1483.6264699567016
R Eagle,Grass,1508.4971298261985
X Neale,Grass,1492.4306252884824
X Coombe,Grass,1483.639336476444
Maurice Mcloughlin,Grass,1646.5132560347192
Robert George Bowen,Grass,1518.2888047773727
Grover Raz Reid,Grass,1515.5724698981653
Roy Taylor,Grass,1520.524940217681
Ra Paxton,Grass,1482.740141918264
A Smith,Grass,1494.0922553866283
Ashley Campbell,Grass,1488.5157385282785
Fe Barritt,Grass,1456.2517883162805
Jl Odea,Grass,1494.5173460117092
H Hunt,Grass,1499.3384897595442
F Wyllie,Grass,1484.0
Walter Ch Tripp,Grass,1514.454285489384
Ove Kamphewener Frederiksen,Grass,1502.717607543355
Bj Pfleiderer,Grass,1482.153335162242
Geoffrey D Roberts,Grass,1526.0177642416459
Ce Fox,Grass,1486.0809836320404
Ac Bostwick,Grass,1481.8293837206645
Hamilton Price,Grass,1466.6824352257725
Hoppner Wilkins Gallwey,Grass,1484.5876622875314
W St John Pym,Grass,1484.0
John Ganzoni,Grass,1486.7237050490148
Hw Sevenoaks,Grass,1500.8916706743257
Athar Ali Fyzee,Grass,1418.9839335944316
Ali Hassan Fyzee,Grass,1478.877428387483
Neville G Deed,Grass,1401.4630957104528
Archie C Holland,Grass,1484.7365959537526
Ra Pfleiderer,Grass,1486.3212739692601
Andrea Maurice Henri Gobert,Grass,1575.8751252329175
H Clement,Grass,1484.7709409193537
F Good,Grass,1460.6659245169617
Alh Mulcahy,Grass,1482.6786507686372
Wp Wise,Grass,1482.622944656954
P Groes  Petersen,Grass,1484.1231010694414
Jurgen Arenholt,Grass,1481.9340532427984
Leif Rovsing,Grass,1482.6334095387892
Af Stephen,Grass,1468.4228918377935
Cd Jones,Grass,1522.1745518413238
Jt Crookston,Grass,1484.0
Ce Cutting,Grass,1530.2162960345172
Frederick P Fox,Grass,1483.559277228826
Jh Kyte,Grass,1515.4242551182347
Louis H Hobbs,Grass,1460.0219888737706
Js Billings Jr,Grass,1500.6749879722881
King Smith,Grass,1502.1516049310883
Alfred D Hammett,Grass,1582.1704301488992
El Winston,Grass,1500.736306793522
Q A Shaw Mckean,Grass,1501.138574031631
Ad Champlin,Grass,1474.3089867246392
Dorr Newton,Grass,1484.0720667187622
Ab Lapsley,Grass,1517.8525314192168
Ruben A Holden Jr,Grass,1524.1902566907386
Trowbridge Wesley Hendrick,Grass,1534.8642461229642
Watty Washburn,Grass,1489.1393634633603
Mr Kernochan,Grass,1472.1224929830407
Fw Pritchett,Grass,1500.3656133827722
Cd Winslow,Grass,1484.0
Wt Cooke Jr,Grass,1500.0682456546544
Wd Siverd,Grass,1530.628300728594
Et Mauslan,Grass,1485.9504416987975
Lh Roper,Grass,1499.4335190185268
Rc Black,Grass,1468.9528724083382
Acton Griscom,Grass,1484.0611598025864
Roberton Griswold,Grass,1468.8581246680858
Gt Thomas Jr,Grass,1534.7559701385424
Hl Williamson,Grass,1484.0
Tj Mullin,Grass,1483.4269556347467
Robert Taylor,Grass,1483.263693206478
Jm Holcombe Jr,Grass,1499.3620926992774
Jhh Taylor,Grass,1457.0825337265667
Hoffman Nickerson,Grass,1492.7717813059535
Hw Macvickar,Grass,1486.9684798833725
Ma Colton,Grass,1487.9229752929634
George Colket Caner,Grass,1603.89078719186
Louis N Noel,Grass,1483.950198731349
Fh Burr,Grass,1521.2142078169277
Jl Cote,Grass,1502.44465864743
Harry Seymour,Grass,1461.12041010685
Cd Richardson,Grass,1471.5314360293178
Sj Wagstaff,Grass,1483.2571449028787
Fr Washburn,Grass,1480.9790966770406
Cl Sherman,Grass,1468.123604440846
Russell Perkins,Grass,1502.027707176019
Alex Yarnell,Grass,1484.0
Pa Degener,Grass,1486.1238683505564
W E Heyl Jr,Grass,1469.5776534501492
Ff Derham,Grass,1482.5648888746987
R Richardson,Grass,1503.6045889925558
Jp Jackson,Grass,1454.777127392357
Cw Lippett Jr,Grass,1483.3434391302046
John Henry Livingston Todd Jr,Grass,1498.1222795375993
Roland M Hoerr,Grass,1505.9877099714001
Rm Mcloud,Grass,1488.1232913633305
W Schroeder,Grass,1497.2856381957452
William T Bull,Grass,1504.2940545265762
Ckf Andrews,Grass,1544.8719351057714
Morris S Clark,Grass,1500.9365863674998
Samuel Howard Voshell,Grass,1574.80722049173
Rb Macilvane,Grass,1483.9627503955667
W Vincent Astor,Grass,1455.87606615907
Frederick T Frelinghuysen,Grass,1487.4775202852122
R R Dieter,Grass,1484.0
Hh Knight,Grass,1499.6919165932652
Np Hutchinson,Grass,1484.0
Wf Symington,Grass,1483.2315174241573
Chuck Garland,Grass,1600.343291468757
Fl Conrad,Grass,1484.0831764724892
William Mccreath,Grass,1483.2940862052656
Md Champlin,Grass,1482.7004869213833
He Colton,Grass,1454.3473970770322
Thomas Jay,Grass,1484.6112203513535
Douglas Campbell,Grass,1483.0016436725846
Leonard M Thomas,Grass,1452.8278406667623
Fb Reeves,Grass,1483.263693206478
Js Brown Jr,Grass,1498.031299021398
Fm Edgill,Grass,1483.939630751204
Ws Brown,Grass,1483.2648576820604
John C Tomlinson,Grass,1467.940675904954
Ws Slade,Grass,1482.4857116557569
Fc Budd,Grass,1482.5641271217237
Frank E Cochran,Grass,1519.6838610033124
Tg Heldring,Grass,1500.736306793522
Ea Ess,Grass,1468.6998907712843
Alfred C Hunter,Grass,1463.632560105299
Wp Barringer,Grass,1484.7352263376222
C Moore,Grass,1539.0318552802366
Frank H Jarvis,Grass,1508.0626876216977
M Henry Marsh,Grass,1529.4783843584123
Asg Reid,Grass,1499.5137490843497
Hope Crisp,Grass,1512.1001313513725
C Brooke Leggatt,Grass,1483.263693206478
Cedric O Scott,Grass,1523.2434995211252
Percy Vivian Joseph Tabbush,Grass,1441.6523120912243
A J Jimenez,Grass,1458.483403658587
R Otter,Grass,1481.8805142962908
George Stoddart,Grass,1464.8716423197613
Jr Brinkley,Grass,1493.7840479094652
Cf Ryder,Grass,1482.5758102351094
Kick Van Lennep,Grass,1500.153914911158
Georges Gault,Grass,1456.013704351517
Cs Grace,Grass,1452.0611424026856
Ah Green,Grass,1484.0
Ws Cushing,Grass,1483.408303289127
Rwf Harding,Grass,1470.3689703121702
Sm Edwards,Grass,1487.7103279665982
Henry Vere Shirley Dillon,Grass,1454.1232235260738
A Popp,Grass,1494.5947109292827
H Galsworthy,Grass,1483.4756639680102
Gr Johnson,Grass,1485.1566548483052
Roger P Anceau,Grass,1483.263693206478
Harold G Bache,Grass,1484.1778301255772
Fw Last,Grass,1467.2647424177167
Gino De Martino,Grass,1483.590207148173
R Somers Lewis,Grass,1471.666601837899
Gordon Cleather,Grass,1482.7306233843915
Heinrich Kleinschroth,Grass,1490.1168073555068
S Hawksworth,Grass,1483.9860035441125
Lewis Seymour Deane,Grass,1452.0175957000001
Fb Clogg,Grass,1482.6392994929115
F W Pelzer,Grass,1488.1585667635213
Cr Leonard,Grass,1489.3955651388621
Wl Obrion,Grass,1484.0
Wb Izard,Grass,1502.5108483165354
Gr Nichols Jr,Grass,1485.0128866761986
Fh Gates,Grass,1504.6373807312798
Joseph J Armstrong,Grass,1502.9830194999686
Edmund W Peaslee,Grass,1483.464787873096
George W Grier,Grass,1500.0338330211207
Walter Merrill Hall,Grass,1624.4464700189644
Elliott Middleton,Grass,1516.4615626662028
Lawrence Curtis Ii,Grass,1488.975621941387
Sedgwick Minot,Grass,1500.869556992938
Bernard C Law,Grass,1504.0076706353161
Gh Bartholomew,Grass,1515.3634611134937
Es Carroll,Grass,1500.8314947724407
Stanley W Pearson,Grass,1561.5227761627834
Ce Lipscom,Grass,1500.6950107820915
Jc Brown Jr,Grass,1550.6280716909093
Dc Josephs,Grass,1477.6258069831742
William P Hunt,Grass,1510.9398983793337
Carlton Adams,Grass,1497.409608072457
Walter S Anderson,Grass,1486.5480188063996
Edward Lloyd Jr,Grass,1499.9383724607837
George William Wightman,Grass,1530.2843013748004
William Williams,Grass,1480.336960848673
Rc Gates,Grass,1501.692941295606
Jc Devereux,Grass,1527.3614686907995
John S Nicholl,Grass,1525.2689863927042
Mt Whiting,Grass,1531.3099295574148
Hd Peck,Grass,1500.736306793522
Rb Weeden,Grass,1490.8977359430146
Ef Woods,Grass,1483.9403940416034
Hl Ghormley,Grass,1501.144690702843
Frank Roche,Grass,1469.1747526759714
Wf Low,Grass,1484.1964724398588
Fa Jones,Grass,1469.49122813554
Jw Lippincott,Grass,1483.3831462370156
Gw Post 3Rd,Grass,1483.2284254011952
P Cummings Jr,Grass,1486.64632529644
Robert Stead Jr,Grass,1483.9284390581029
Cl Neibel,Grass,1469.3591837252748
Spencer Heaton,Grass,1484.487190992542
Cw Smith,Grass,1498.061183964633
Fj Hall,Grass,1483.9580721050102
Es Peck,Grass,1483.2607396474316
A Ware Merriam,Grass,1459.1694208890565
Ohp Pepper,Grass,1501.992003309366
Ae Kennedy Jr,Grass,1490.1371966702127
Jg Nelson,Grass,1511.5229840345205
Tp Sailor,Grass,1484.0
Robert B Mcclave,Grass,1450.4594715909175
Fo French,Grass,1489.224352125871
Frank A Fall,Grass,1459.3103634856745
Ew Palmer,Grass,1486.4233595003848
Wr Harper,Grass,1484.4579407470828
R Schwengers,Grass,1505.4147854984178
Lr Brown,Grass,1484.0
Fw Robinson,Grass,1499.5542751582418
Mt Wendall,Grass,1483.3714896644622
Rex C Crouse,Grass,1483.0529755796922
Gt Hill Jr,Grass,1484.1525026558168
Haden Clark,Grass,1483.3574142240998
Arthur Sterling Cragin,Grass,1480.879765251102
Eh Woods,Grass,1483.2849774924887
Pr Harrower,Grass,1484.0
Hm Webber,Grass,1480.4645117477746
Benjamin M Phillips,Grass,1482.3998998686873
Jh Macveagh,Grass,1489.4591157798395
Rs Lyman,Grass,1483.4516965238504
Rw Stevenson,Grass,1468.7459135363065
Jb Alexander,Grass,1495.7679333316137
Charles S Beck,Grass,1437.942470879933
Rc Bray,Grass,1482.7383335588752
Gi Drew,Grass,1483.3097783537262
Ob Marshall,Grass,1483.270111683709
Godwin Ordway,Grass,1484.9273895063868
P Ingraham,Grass,1483.263693206478
Sc Adams,Grass,1487.9174431095796
Tp Williams,Grass,1484.1532733903362
Cr Fisher,Grass,1483.572734812911
Philip Winsor,Grass,1485.0835110557205
Fj Bassett,Grass,1482.4621852516918
Ln Walthall,Grass,1483.9812503203216
Athur O Hara Wood,Grass,1590.0562042121037
Rm Rolland,Grass,1527.08480090437
S England,Grass,1489.2636258966195
Jj Addison,Grass,1489.4537611242872
Ronald Victor Thomas,Grass,1568.6904700874547
A Foster,Grass,1467.8760320396716
Fe Down,Grass,1499.762737780988
Cn Barnard,Grass,1484.0
Rupert C Wertheim,Grass,1508.8436987875575
James Emil Hubert Zimmerman,Grass,1533.691831918497
Mark Day Hick,Grass,1423.8099325385976
Ph Robbs,Grass,1525.8010803522593
Aj Ross,Grass,1503.3326170138007
D Macleod,Grass,1482.7016773124758
L Bonnington,Grass,1465.7159560750783
Pr Hewlett,Grass,1498.9641569851983
Curt Bergmann,Grass,1512.4733946332801
Ch Hole,Grass,1464.0357650336805
R Trebor,Grass,1505.5557594817483
Ce Leonard Lyle,Grass,1465.7489205005602
Arthur Wallis Myers,Grass,1463.912776084603
St De Jakimowicz,Grass,1485.834139361107
Neville Willford,Grass,1488.6044361278944
H Amphlett Davis,Grass,1440.9674805695606
Aj Zorab,Grass,1495.7509334674855
William Alfred Ingram,Grass,1482.047437233158
Hf Hunt,Grass,1484.0
Leighton Crawford,Grass,1489.0638004108187
George Hm Cartwright,Grass,1491.236952556226
Gfw Anson,Grass,1488.1933854061758
E Ulysses Williams,Grass,1443.747820172666
Wh Warman,Grass,1486.0034743614972
A Felix Poulin,Grass,1481.9512674481277
Jh Harris,Grass,1469.585597624589
Aw Maloney,Grass,1483.3814501618758
Jesse Spaulding,Grass,1483.0453055868659
Hw Brown,Grass,1484.4730010698738
Jr Montgomery,Grass,1524.7382133684923
Aldrick Hubbell Man Jr,Grass,1520.4214019474139
Rowland Evans Jr,Grass,1527.7667249873648
Witham L Mckim,Grass,1542.2302904460669
Cs Cutting,Grass,1530.827473764765
Vd Ward,Grass,1521.4195178754692
Albert E Kennedy Sr,Grass,1497.0109375428538
Edward Law,Grass,1501.98832878525
Richard W Seabury,Grass,1491.3683573466108
Rd Gatewood,Grass,1486.8039055519712
Clifton Bradford Herd,Grass,1532.8866437324907
Ws Kuhn,Grass,1489.7139228031194
Gc Adams,Grass,1484.7273182175359
Gw Phillips,Grass,1496.5834934376398
Mr Volek,Grass,1484.057051920646
Jf Hubbard Jr,Grass,1514.6150410630303
M Hamilton,Grass,1484.329090307346
Richard S Maynard,Grass,1467.758865792381
Dick Williams,Grass,1721.156006733514
Seaton Parker,Grass,1498.6271027918594
R Cowan,Grass,1500.0338330211207
Frederick Rollin Feitshans,Grass,1483.9475872201635
Murray Taylor,Grass,1483.1768361211841
Bill Tilden Ii,Grass,2016.3616664261544
Harold D Harvey,Grass,1508.107758128615
Phillip Roberts,Grass,1491.239115229855
Hr Boyer,Grass,1498.9901483598924
Eh Miller,Grass,1484.0
Ralph L Baggs,Grass,1532.0437348440514
Richard Harte,Grass,1500.0343443175886
Hd Carpenter,Grass,1482.8850586037836
Cb Mckinney,Grass,1483.1970119681598
Eb Boyer,Grass,1483.751660016293
Hg Smith,Grass,1483.3103960455244
Wl Gilven,Grass,1483.9475119638396
Edward M Pickman,Grass,1499.4406851552756
Dh Coddington,Grass,1483.4126624210412
W Hazard,Grass,1483.8578432706854
Fm Letson,Grass,1483.534738071203
Hammett Norton,Grass,1468.1564712280774
Fw Easton Jr,Grass,1484.8154668447264
Jeffrey R Quinn,Grass,1473.9159035666612
S Miller Jr,Grass,1502.457493459903
Wc Harrison,Grass,1486.7580438302175
Jerry H Weber,Grass,1485.8776330620547
Eh Rodgers Jr,Grass,1483.189546209184
Wg Parsons,Grass,1483.3042363928012
Sr Smith,Grass,1491.4385591642365
William Dean,Grass,1470.4296483454132
Pw Foster Jr,Grass,1483.3240108917503
Rc Thayer,Grass,1483.2298601853572
Whitney Preston,Grass,1482.3159343106074
Fb Mcnair,Grass,1494.6667531610265
R Auspitzer,Grass,1482.5641271217237
Geoffrey Taylor,Grass,1482.5968158033336
Hh Braley,Grass,1484.6285074762925
Allen Tobey,Grass,1471.8112919315922
Preston Gibson,Grass,1488.0862574422274
John Reece,Grass,1494.9298383844452
Abbott Phillips,Grass,1472.6321726629562
H Brown,Grass,1507.1316607409499
Rnk Swanston,Grass,1505.4325790720727
W Pearce,Grass,1483.490040569095
Geoff Olliver,Grass,1505.868749393966
W Gross,Grass,1491.6100682666877
John C Peacock,Grass,1456.4586190669866
Arman C Simon,Grass,1482.8306834614507
Norman Studholme Brownrigg Kidson,Grass,1485.6441885264287
A Trail,Grass,1485.7561599710243
Dm Field,Grass,1513.5330413395857
Ec Williams,Grass,1499.0926547560177
F Vernon Kirk,Grass,1489.1120183135504
F Karl,Grass,1483.2887047357178
Eric L Jones,Grass,1481.6639590111424
Henry George Mayes,Grass,1637.1927496238898
Frank F Roe,Grass,1500.9726924561962
Alfred Booth Jones,Grass,1483.2352517960762
Cecil John Tindell Green,Grass,1544.07744252804
Bernard Peter Schwengers,Grass,1528.5892557560578
Cr Leach,Grass,1517.5761413108485
Ew Hicks,Grass,1484.669385394106
Sam P O'Donnell,Grass,1510.0837147094069
Henry C Webb,Grass,1507.2611578292288
R Douglas Watson,Grass,1575.7741111143334
G Zinn,Grass,1500.736306793522
R F Le Sueur,Grass,1517.2198358802211
Richard Mk Turnbull,Grass,1455.6464964918762
Ah Glendenning,Grass,1509.4902816635977
Js De Morpurgo,Grass,1483.263693206478
Ca Patterson,Grass,1484.0180159890285
Sf Thol,Grass,1438.4403008360491
Edmund F Herring,Grass,1484.2485463076982
Harry F Guggenheim,Grass,1483.2750797453982
