Player,Surface,ELO
Sergey Shipilov,Clay,1429.513353265318
Endika Sanchez Celada,Clay,1484.5901153209581
Thibault Venturino,Clay,1433.6496297179401
Adam Fabik,Clay,1481.8163645339287
Filip Horansky,Clay,1794.885249332493
Mario Correa,Clay,1483.1625584141289
Federico Clara Figueroa,Clay,1495.1049473440214
Roberto Quiroz,Clay,1710.523722957263
Matthew Asciak,Clay,1505.6408003505726
Gabriele Dutto,Clay,1490.3202598725609
Fredrik Ask,Clay,1458.9340465656235
Tigre Hank,Clay,1460.7447754248471
Diego Hidalgo,Clay,1613.5182968284305
Farsad Shahi,Clay,1452.0841811150167
Christopher Rungkat,Clay,1488.8050780828448
Daniel Glancy,Clay,1465.697915160008
Daniil Proskura,Clay,1502.91093754181
Yan Sabanin,Clay,1417.184709790651
Oskaras Kalinauskas,Clay,1482.2144117891826
Diego Garavito,Clay,1476.474241260312
Ahmed Al Bitar,Clay,1493.1054528520867
Ruslan Chomaev,Clay,1480.2197673166195
Genia Gamazov,Clay,1481.9119793088682
Alexander Thams,Clay,1500.343697022032
Mohamed Mounir,Clay,1441.8995005405593
Franco Scaravilli,Clay,1423.5368013141383
Hector Sanabria,Clay,1480.414601667624
Marko Krickovic,Clay,1448.395453357117
Jeroen Claeys,Clay,1480.6847594000294
Flavio Malagutti,Clay,1481.8595896222091
Perica Josic,Clay,1489.6285921762678
Nikola Petronijevic,Clay,1469.5589502879147
Victor Baluda,Clay,1664.2543885398316
Kirill Savoskul,Clay,1465.1088774682237
Roberto Ortega Olmedo,Clay,1630.4624389435785
Alex Domenech Menacho,Clay,1471.542626538752
Neil Pauffley,Clay,1572.463436182077
George Alexandru Tatomir,Clay,1484.0732647945015
Szymon Tatarczyk,Clay,1482.6235109433908
Sandro Ehrat,Clay,1840.2049470494837
Shalva Dzhanashia,Clay,1455.9643668992692
Denis Markov,Clay,1460.578830275338
Oleksiy Odazhyu,Clay,1439.5266448297516
Ricard Tubert,Clay,1481.3505174414954
Axel Alvarez Llamas,Clay,1495.0980655427886
Augusto Meirelles,Clay,1359.6079785909205
Juan Pablo Ramirez,Clay,1488.0377745411554
Roman Martin,Clay,1485.9858001375767
Juan Carlos Sierra,Clay,1476.720904876201
Jan Hradsky,Clay,1490.8993870506265
Mircea Alexandru Jecan,Clay,1517.079432323474
Bob Huuskes,Clay,1483.2347690204742
David De Goede,Clay,1463.747189312921
Jannick Lupescu,Clay,1456.9230005471798
Filip Tomanic,Clay,1491.6423544609327
Gaetan De Lovinfosse,Clay,1469.7862647350319
Maxime Faniel,Clay,1451.9496970222733
Alexander Seeger,Clay,1487.711384433292
Hugo Dellien,Clay,1981.773033163354
Facundo Mena,Clay,1855.0132391572192
Francois Chatelle,Clay,1468.3633423552524
Anton Galkin,Clay,1483.380523603288
Alexey Vatutin,Clay,1751.0654536479951
Sa Chen,Clay,1481.422862461806
Ze Zhang,Clay,1683.6810640480644
Arjan Pastoors,Clay,1504.3768376003925
Pavel Kuzin,Clay,1464.7309400645754
Direnc Bada,Clay,1480.748422105727
Muharrem Eroglu,Clay,1482.9574758645515
Arda Coskunol,Clay,1481.387468443871
Barkin Yalcinkale,Clay,1394.7482119182196
Burak Vardal,Clay,1422.9408283353152
Steven Gallacher,Clay,1484.5506361830312
Mike Urbanija,Clay,1474.5488919624095
Di Wu,Clay,1687.053417875849
Ilya Karachun,Clay,1481.897886774687
Alexander Vydmysh,Clay,1482.173388247322
Cahit Kapukiran,Clay,1413.020737001357
Vladislav Mateev,Clay,1475.9812025901624
Dimitar Petrov,Clay,1417.784960614219
Mate Pavic,Clay,1587.7729626957523
David Zimmermann,Clay,1476.3573494830714
Peter Heller,Clay,1679.4890382729802
Daniel Schmitt,Clay,1378.1973297124478
Rafael Bugiga,Clay,1481.3779004140492
Bart Van Monsjou,Clay,1482.575743035863
Ettore Zito,Clay,1462.8369123326022
Andrea Taliani,Clay,1468.9606930634006
Vinicius Botelho,Clay,1482.877698452723
Francisco Chaves,Clay,1454.6481863774816
Karue Sell,Clay,1772.973592783357
Boris Arias,Clay,1404.7595396992945
Bruno Del Granado,Clay,1469.4887838680568
Julian Busch,Clay,1381.736168738776
Vincenzo Primerano,Clay,1407.3561281768584
Ali Ibshara,Clay,1481.0458842986118
Destiny Ford Da Silva,Clay,1452.8290150313476
Filippo Ribacchi,Clay,1478.4386563431324
Himananshu Mali,Clay,1466.4866203380373
Neishit Vakil,Clay,1447.027720572889
Fernando Albuquerque,Clay,1416.7082909369265
Moises Cardenas,Clay,1519.5010119668295
Francisco Aparicio,Clay,1494.1539333583682
Ruan Roelofse,Clay,1501.3400537147431
Andre Mordhorst,Clay,1502.7863008652641
Benedikt Muller,Clay,1447.4808527656428
Nicolas Pinones Haltenhoff,Clay,1488.097754819627
Tinashe Chikanda,Clay,1448.5988945392805
Tinotenda Chanakira,Clay,1360.283181930496
Marcelo Herrera,Clay,1489.5937588892994
Bernardo Peixoto Bertolucci,Clay,1474.6995134292756
Pedro Rogar,Clay,1461.5345777419961
Gabriel Ruiz Auad,Clay,1491.8109414541061
Vicente Elberto Anasta,Clay,1450.0382149596376
Carlos Alfredo Suppa,Clay,1484.5042443877742
Tomas Caprotta,Clay,1478.0211800519285
Eduardo Piragine,Clay,1356.9861853432099
Frederic Novas,Clay,1494.7661382346946
Caio Gomes,Clay,1498.8441006087921
Thiago Augusto Bitencourt Pinheiro,Clay,1494.815125412764
Ariovaldo Custodio,Clay,1481.2932030207994
Leandro Faria Da Cunha,Clay,1483.1725761487762
Mike Tarkowski,Clay,1479.0117440167862
Robson Nunes,Clay,1484.3235202151839
Ioan Farcas,Clay,1435.9764093305062
Vlad Cristian Smighelschi,Clay,1494.446176026622
Tudor Dumitrescu,Clay,1513.4715887458508
Mihai Badescu,Clay,1481.3065422653751
Sergiu Margarit,Clay,1489.9282754530454
Alberto Cammarata,Clay,1467.370249666821
Mark Zakovsek,Clay,1497.8251187573076
Takanyi Garanganga,Clay,1554.984767250592
Pawel Kur,Clay,1467.1383183724147
Joao Domingues,Clay,1721.3911404040648
Nikita Soifer,Clay,1480.428318470943
Aidynbek Rakhishev,Clay,1483.0383441552915
Serizhan Yessenbekov,Clay,1437.0006106459916
Kairat Kosherov,Clay,1485.9558519229824
Woo Ram Kim,Clay,1470.8795861495562
Aziz Yuldashev,Clay,1485.3977580306732
Murilo Martiniano,Clay,1407.6304975070595
Mario Littieri,Clay,1448.6839283597196
Francisco Zambon,Clay,1455.6112800608764
Jannis Kahlke,Clay,1474.2706358155008
Dennis Ochieng,Clay,1478.899312554089
Armando Javier Boschetti,Clay,1433.2956440896942
Nicolas Kicker,Clay,1839.618628743491
Fabricio Varas,Clay,1449.9250830301783
Andres Kurdyla,Clay,1454.7252916114217
Thomas Ackerknecht,Clay,1481.8195464695982
Renato Terra,Clay,1501.4713653220213
Lucas Pigossi,Clay,1481.0644192325524
Juan Carlos Ceballos,Clay,1482.1300596703145
Ramon Guedez,Clay,1490.1687265426883
Ricardo Rodriguez,Clay,1482.7391413917067
Alexandre Schnitman,Clay,1453.4435420607238
Kurt Thein,Clay,1434.7194168209037
Luis Fernando Ramirez,Clay,1457.9493513452487
Daniel Omana,Clay,1483.6318968754674
David Valeriano,Clay,1493.1299021337072
Andrea Patracchini,Clay,1364.087421202483
Bruno Abdel Nour,Clay,1455.7873014962372
Gaston Brizuela,Clay,1481.8479438902818
Kevin Sosa,Clay,1475.9926059941122
Rodrigo Alvarez,Clay,1493.9204826849273
Felipe Rios,Clay,1573.6280471447747
Emiliano Waisman,Clay,1465.3272562498798
Federico Coria,Clay,1989.4329524783288
Facundo Exequiel Cosma Miranda,Clay,1481.3824374024582
Oriol Roca Batalla,Clay,1851.2611105151454
Michael Grant Gd13,Clay,1473.3420807799475
Ken Onoda,Clay,1400.3882911643584
Yutaro Masuo,Clay,1483.2187461628173
Kazuya Tamura,Clay,1462.8991814515725
Yuji Oyama,Clay,1468.1169503847689
Yasuhito Kudo,Clay,1482.0989450115987
Shotaro Suzuki,Clay,1483.1499564692788
Takero Akaba,Clay,1483.7922926654057
Leonel Videla,Clay,1581.2397673588423
Vedran Ljubicic,Clay,1492.845665667517
Mohamed El Nazer,Clay,1474.6692050898114
Marc Garcia Roman,Clay,1465.3695482318194
Jordi Vives,Clay,1396.1608192371032
Devin Britton,Clay,1459.1785618930992
Max Jones,Clay,1490.9755702554965
Loic Ducourau,Clay,1385.554051411742
Marc Vargas,Clay,1436.3672771341703
Trenton Hagan,Clay,1482.063308355057
Tucker Vorster,Clay,1493.9382591242513
Nutthavit Likitkumchorn,Clay,1483.9337562817375
Federico Valsangiacomo,Clay,1423.0635526851788
Diego Alberto Maronna,Clay,1482.0126793270067
Luciano Doria,Clay,1445.548490849018
Jordan Cox,Clay,1520.19408835831
Jonathan Gomez,Clay,1487.1334203904532
Luis Diaz Barriga,Clay,1524.1610166640342
Conor Pollock,Clay,1507.506014437791
Fernando Larrea Gonzalez,Clay,1466.1445446001962
Gonzalo Bravo Pavez,Clay,1508.3460267859696
Ignacio Hernandez,Clay,1491.7220708908787
Pablo Mora,Clay,1478.703108520391
Shahand Esmaeili,Clay,1507.1393923920148
Ehsan Nourzade,Clay,1483.572362371051
Fabian Balmaceda,Clay,1484.5367278880108
Matias Bekerman,Clay,1454.8170380445636
Fabricio Burdisso,Clay,1482.3165495832031
Martin Parra,Clay,1482.6357880653743
Cristobal Grandon Diaz,Clay,1365.7883797001311
Andrey Pozhidaev,Clay,1469.5411909056252
Nicolas Barrientos,Clay,1740.0301595549008
Aaron May,Clay,1490.4744679913638
Daniil Sirota,Clay,1451.066126724857
Diego Castillo,Clay,1481.9838514849737
Javier Waase,Clay,1482.3055557729995
Nathan Carvalho,Clay,1483.1506869072464
Gregory Levy,Clay,1483.5591497989851
Wilfredo Gonzalez,Clay,1477.2458148800179
Peter Aarts,Clay,1415.9577226473414
Martin Muadi,Clay,1479.6220055119468
Kelsey Stevenson,Clay,1410.0193099670828
Jack Sock,Clay,1966.6485377213737
Joey B Burkhardt,Clay,1498.187837944743
Mo Niaki,Clay,1376.8232717645622
Luca Pippi,Clay,1483.891785939027
Mauricio Perez Mota,Clay,1389.1352451166304
Facundo Gomez,Clay,1479.1244239846976
Igor Okamoto,Clay,1434.707870760646
Mauricio Antun,Clay,1490.5829089394645
Renato Assad,Clay,1475.4505229949252
Diego Aguirre,Clay,1479.4454013802597
Jorge Cavero,Clay,1456.7214004073783
Jacob Kahoun,Clay,1416.5989124827533
Daniel Santos,Clay,1458.500558946794
Thiago Vinicius Spanhol Zoller,Clay,1491.4111337034933
Andre Tavares,Clay,1488.2631663853035
Americo Lanzoni,Clay,1431.6426204934
Sergio Martos Gornes,Clay,1544.430197358112
Jaume Martinez Vich,Clay,1482.8654449434973
Zachary White,Clay,1453.5867783332865
Mario Navarro Lopez,Clay,1462.2070004418
Alexios Halebian,Clay,1533.2052775912111
Jose Moncada,Clay,1484.2118668813164
Andres Jackson,Clay,1449.1363520518435
Luciano Di Scala,Clay,1478.8642949419352
Thomas Fabre,Clay,1467.3916750489154
Antoine Escoffier,Clay,1645.0050909234546
Jonathan Milsztajn,Clay,1506.6225795616774
Medy Chettar,Clay,1558.0141200541705
Florent Diep,Clay,1545.5641260142554
Gonzalo Urruticoechea,Clay,1435.7912380931014
Dennis Novikov,Clay,1585.1569660024752
Michael Alford,Clay,1489.7037888985942
Oystein Steiro,Clay,1466.916241932199
Mico Santiago,Clay,1491.187406025104
Evgeniy Belov,Clay,1480.9906310412837
Edward Louies Oueilhe,Clay,1488.054150635516
Darian King,Clay,1745.386791135693
Alessandro Petrone,Clay,1500.8110461080328
Francisco Huber,Clay,1487.4409383133209
Marcos Ignacio Taccone,Clay,1482.9145174512091
Marco Cecchinato,Clay,1837.4609240493173
Durukan Durmus,Clay,1403.4939441747576
Serkan Kurt,Clay,1466.69249567308
Sebastian Moreno,Clay,1462.1481656621006
Claudio Dias Conduto,Clay,1482.1144546342302
Jereon Camfferman,Clay,1489.2449890597147
Arnau Dachs,Clay,1445.0174523891449
Alvaro Cajigal,Clay,1475.1252179322516
Marcos Giraldi Requena,Clay,1601.7902430932145
Filip Dzanko,Clay,1471.4514478926897
Taro Daniel,Clay,1865.4509626689537
Fatih Taha Erun,Clay,1449.231021243586
Jiri Vesely,Clay,1775.048453746258
Alp Golcuklu,Clay,1451.9876715780701
Lucas Renard,Clay,1460.6304022736667
Hamza Aglaib,Clay,1495.63494738031
Gabriel Friedrich,Clay,1489.6886681430738
Felipe Soares,Clay,1535.1909715716931
Janicije Sasha Karic,Clay,1361.7762150186104
Maxime Forcin,Clay,1490.082896519038
Eduardo Segura Mandarino,Clay,1494.0020922257343
Enrique Lopez Perez,Clay,1861.2827260104239
Pietro Rondoni,Clay,1599.6028239250104
Romain Arneodo,Clay,1656.1094986070045
Tomas Buchhass,Clay,1430.8249384410792
Austin Smith,Clay,1526.1552228312241
Michael Rinaldi,Clay,1493.0913755615115
Nick Chappell,Clay,1492.8982991881458
Andrew Bettles,Clay,1506.5934988273716
Jason Kubler,Clay,1930.2224387930094
Kevin Prando,Clay,1319.0052980749826
Michael Look,Clay,1496.5083403816843
James Duckworth,Clay,1769.9958949205582
Daniel Dossetor,Clay,1456.2349396312397
Luke Saville,Clay,1505.7035366164414
Andrew Whittington,Clay,1688.567417580081
Mark Richards,Clay,1463.7365760487646
Ryan Thomas,Clay,1488.8642235865916
Alexander Babanine,Clay,1452.5966790588957
Luca Fondi,Clay,1488.1955661616378
Viktor Galovic,Clay,1735.7006867957998
Pierre Hugues Herbert,Clay,1853.3293240688574
Sebastian Richter,Clay,1471.9813872091238
James Chaudry,Clay,1447.1865712326846
Liam Broady,Clay,1770.5382597004361
George Morgan,Clay,1439.1291464706678
Jeremy Efferding,Clay,1505.2797620767437
Ridley H Seguso,Clay,1505.7800507362642
Blake Davis,Clay,1486.8503688904775
Bjorn Fratangelo,Clay,1899.6298448746409
Bojan Temunovic,Clay,1407.1189628652664
Terrell Celestine,Clay,1447.1036052527838
Spencer Newman,Clay,1458.0198854519297
Diogo Soares,Clay,1496.9972962455433
Frederico Ferreira Silva,Clay,1760.4500152977746
Francisco Ramos,Clay,1432.7799175844825
Mateo Nicolas Martinez,Clay,1589.474445363004
Daniel Kosakowski,Clay,1732.3543725340255
Stephen Gort,Clay,1483.9027526063526
Simon Ede,Clay,1489.2130667684044
Dario Racic,Clay,1450.800719894928
Blade Fong,Clay,1463.451518475135
Ashleigh Janke,Clay,1482.533613399309
Daniel Uhlig,Clay,1456.7554579425466
Marko Radlovacki,Clay,1455.7811126748309
Simon Konov,Clay,1479.5257743200668
Ahmed El Menshawy,Clay,1491.6373198730873
Lewis Burton,Clay,1406.026876839404
Maik Ulrich,Clay,1483.0870917380594
Carlos Bautista Enrique,Clay,1461.8271322128815
Jean Marc Werner,Clay,1601.0532009531717
Anton Bettink,Clay,1475.1067087462563
Joseph Cadogan,Clay,1400.0388986124283
Nathan Pasha,Clay,1564.5211533160655
Paul Polarczyk,Clay,1481.3489388423443
Pedro Sakamoto,Clay,1756.236573282531
Marco Zotti,Clay,1467.8803862351276
Stefano Napolitano,Clay,1897.6809197915225
Vamsee Chappidi,Clay,1487.3918813820046
Alex J Trillini,Clay,1496.2631292887052
Stanislav Poplavskyy,Clay,1402.2838097184444
Gabriel Vicentini Pereira,Clay,1471.0338250756574
Rogerio Barrozo Ribeiro,Clay,1497.8034071584264
Marko Lovrinovic,Clay,1487.2284781050873
Sebastian Sachs,Clay,1478.3400979340684
Pavel Vanis,Clay,1451.7677968466116
Jan Kuncik,Clay,1508.4441923896072
Dragos Dima,Clay,1622.6065856887315
Bartosz Wojnar,Clay,1345.3131697077827
Jakub Kowalski,Clay,1483.2837672877042
Nik Razborsek,Clay,1680.93688172851
Adam Majchrowicz,Clay,1387.4313327120556
Slim Hamza,Clay,1482.8322598720354
James Cluskey,Clay,1437.1057036258223
Sami Dagou,Clay,1482.975169616363
Soma Kesthely,Clay,1444.9042417271776
Teodor Nicolae Marin,Clay,1439.1643897169956
Janko Lumpert,Clay,1445.8342484359314
Matej Leljak,Clay,1427.383926036244
Sebastian Padure,Clay,1457.9786205535474
Dragos Constantin Ignat,Clay,1432.8309893877865
Elmar Ejupovic,Clay,1661.303780643552
Leonard Ivic,Clay,1451.2696422217803
Miguel Grifol,Clay,1485.339861765265
Juan Ignacio Londero,Clay,1868.4152673197036
Francisco Arrechea,Clay,1517.9024523992568
Lorenzo Apostolico,Clay,1473.9495270169077
Jacopo Locatelli,Clay,1488.9215758364412
Dong Kyu Lee,Clay,1509.5612135716974
Gijs Linders,Clay,1493.500312400954
Shuichi Sekiguchi,Clay,1566.6712678018096
Jae Won Choi,Clay,1481.9663594980857
Fernando Agustin Ordonez,Clay,1490.6412186087186
Matias Salinas,Clay,1431.674059314347
Agustin Visokolskis,Clay,1335.9188366291846
Patryk Janik,Clay,1437.3239958160596
Wojciech Lutkowski,Clay,1454.5175650013166
Ognjen Jovanovic,Clay,1414.253140270148
Vladimir Paunic,Clay,1461.9658766937857
Colin Van Beem,Clay,1607.9804214686774
Joop Bos,Clay,1479.036897637075
Alban Meuffels,Clay,1600.8311614560112
Christian Welte,Clay,1443.9066469345692
Lennert Van Der Linden,Clay,1634.1798129726371
Lucas Pouille,Clay,1964.760427828599
Sebastien Boltz,Clay,1561.983976525157
Florian Dambes,Clay,1534.968154935636
Oscar Otte,Clay,1909.9410323217926
Andreas Mies,Clay,1586.8086107608644
Danny Kubasik,Clay,1481.500652290559
Tommaso Metti,Clay,1405.471929100954
Roger Muri,Clay,1494.8361403352712
Scott Griekspoor,Clay,1792.2177710774063
Sander Gille,Clay,1531.660806227122
Sean Berman,Clay,1470.3316377423478
Moos Sporken,Clay,1406.6915714625766
Maximilian Dinslaken,Clay,1480.403869199232
Othmane Lalami,Clay,1441.889592035807
Kamil Benmoussa,Clay,1456.9673731235216
Brian Orradre,Clay,1425.6849046142079
Albert Wagner,Clay,1452.2581390560083
Gael Courbard,Clay,1483.1952791666547
Darius Florin Bragusi,Clay,1561.342573972859
Issam Mamdouhe,Clay,1465.7523511026307
Daniel Stahl,Clay,1455.8725967300302
Derek Difazio,Clay,1508.9811745106476
Drew Courtney,Clay,1482.614080630242
Marko Rajic,Clay,1284.7356964989954
Takeshi Endo,Clay,1484.766261523624
Marc Leimbach,Clay,1487.1981141576407
Maxime Moreau,Clay,1475.7626409956342
Rodrigo Perri,Clay,1462.4082717369895
Tomohiro Shinokawa,Clay,1487.6003201339659
Suk Young Jeong,Clay,1487.265555246434
Diego Zonzini,Clay,1477.730987763661
Robert Rotaru,Clay,1467.8635693516758
Patrick Daciek,Clay,1413.652935484334
Philip Orno,Clay,1426.8818395060441
Manuel Cavaco,Clay,1459.6144960275285
Abraham Souza,Clay,1477.9382942455713
Christopher Mengel,Clay,1424.0632034215787
Hasier Pastor,Clay,1443.8117643226847
Niccolo Mugelli,Clay,1468.4882207675655
Lukas Ollert,Clay,1576.955617111279
Talles De Oliveira Vilarinho,Clay,1428.6920082886672
Jose Maria Paniagua,Clay,1421.2192663365513
Franco Tarantino,Clay,1475.1620305223903
Malte Stropp,Clay,1511.5040604658302
Ruben Weber,Clay,1466.2343456736378
Nils Brinkman,Clay,1384.2407194298235
Sebastian Curtis,Clay,1490.2968065040516
Elie Rousset,Clay,1551.844078030513
Sergis Kyratzis,Clay,1458.669427157932
Philippos Tsangaridis,Clay,1498.5078146936105
Dineshkanthan Thangarajah,Clay,1397.7402330292207
Claudio Rivera,Clay,1457.2045415103382
Stefan Borg,Clay,1472.6853796234718
Roberto Livi,Clay,1495.2452150604881
Filip Bergevi,Clay,1472.7547775228718
Florian Fallert,Clay,1503.6357429978902
Tassilo Schmid,Clay,1487.2809119593571
Marko Zelch,Clay,1490.7349044419775
Maik Burlage,Clay,1435.376715231935
Hugo Nys,Clay,1749.3858162395438
Michael Bois,Clay,1516.2526878972155
Luca Margaroli,Clay,1495.5012886096763
Daniel Leitner,Clay,1493.7905481361088
Constantin Lefter,Clay,1481.1909228588443
Liang Chi Huang,Clay,1651.4658224056448
Hashim Abdal,Clay,1486.900563579558
Peng Gao,Clay,1477.0598912833193
Marcos Remondegui,Clay,1375.4752233884556
Jannis Liniger,Clay,1366.1945004431439
Ille Van Engelen,Clay,1487.6286019267595
Egor Gerasimov,Clay,1742.898186817987
Mario Barros,Clay,1491.4296272422719
Jean Andersen,Clay,1476.3797746171952
Eric Quigley,Clay,1584.9057324615999
Dennis Nevolo,Clay,1647.5359701142638
Yu Chang,Clay,1533.7390554187361
Ricardo Ojeda Lara,Clay,1812.6786104574508
Laureano Agullo Juan,Clay,1483.8884676640475
Max Wennakoski,Clay,1508.6415168837777
Agustin Moyano,Clay,1346.0346647903411
Mariano Urli,Clay,1455.0650457745353
Amerigo Contini,Clay,1517.141365433653
Vasile Antonescu,Clay,1408.9973847482324
Maciej Smola,Clay,1441.131736471855
Quentin Robert,Clay,1505.8563559447477
Darius Neica,Clay,1483.7788409435711
Daniel Vladut Caravan,Clay,1482.184806459653
Samuel Ribeiro Navarrete,Clay,1436.7987843341227
Marcin Bukowski,Clay,1486.4474939488396
Pedro Freitas,Clay,1474.3665612786149
Giacomo Tartarini,Clay,1494.6573957664914
Salvatore Caruso,Clay,1688.9795699442495
Filip Havaj,Clay,1479.7157436562961
Manuel Proell,Clay,1460.2394153648836
Mike Vermeer,Clay,1445.170315898771
Ya Nan Ma,Clay,1469.775767895416
Constantin Christ,Clay,1420.2087454412547
Philipp Hessler,Clay,1459.2681217439547
Gianluca Di Nicola,Clay,1555.2551542348542
Lukas Mugevicius,Clay,1613.5338348944597
Ksystof Gulbinovic,Clay,1486.2362716452099
Johan Backstrom,Clay,1478.6129378275234
Artun Klimenka,Clay,1484.5228607898098
David Sidbon,Clay,1497.8796844517278
Danylo Psarov,Clay,1486.701238938485
Andrei Cociasu,Clay,1352.4454192241838
Dominic Thiem,Clay,1928.8352691905134
Adelchi Virgili,Clay,1548.333576418071
Oscar Almada,Clay,1412.4794858932155
Dominik Wirlend,Clay,1487.2673845855488
Adrian Partl,Clay,1660.9878174568225
Kittipong Wachiramanowong,Clay,1482.2384043765012
Aaron Colas Sanchez,Clay,1464.1259400538495
Inaki Belloso Ausin,Clay,1464.2518021636413
Andrey Yakovlev,Clay,1396.305570771317
Maxim Lunkin,Clay,1461.960744454077
Michael Hole,Clay,1482.5620757755764
Artem Kuznetsov,Clay,1467.8632036007136
Edoardo Eremin,Clay,1723.8098748565405
Julien Sterbelle,Clay,1444.0940806075419
Boris Sikalchuk,Clay,1493.882138103301
Victor Simagin,Clay,1478.9496684526673
Yaroslav Zubko,Clay,1481.8792743178296
Joris De Loore,Clay,1816.1651545509098
Herkko Pollanen,Clay,1447.5529327649192
Dilshod Saidmukhamedov,Clay,1492.1426770802707
Vitor Augusto Bitencourt Pinheiro,Clay,1447.336981391491
Duje Kekez,Clay,1504.6489716027208
Pedro Pablo Ruiz,Clay,1407.2483877170641
Cristian Chavez,Clay,1485.7800293619152
Diego Pedraza,Clay,1483.0405567223004
Nikola Telkedzhiev,Clay,1484.5818582273625
Chris Anguelov,Clay,1480.6008884805776
Milan Kovacs,Clay,1478.9724340414891
Gordan Brkic,Clay,1452.4042006893887
Mate Delic,Clay,1733.8545023235954
Filip Veger,Clay,1517.1918568555268
Tomas Musil,Clay,1402.9645764326174
Robin Bulant,Clay,1449.6157455869984
Kyle Stoker,Clay,1483.21393708386
Jordan M Badenko,Clay,1467.7194623702192
Matej Klobusovsky,Clay,1451.8520432708656
Uros Petronijevic,Clay,1391.9111140400753
Mario Turcan,Clay,1434.1823996239755
Juraj Ciznar,Clay,1467.2237141494863
Juraj Simcak,Clay,1362.7316488203578
Adria Mas Mascolo,Clay,1486.0468009521471
Bartosz Sawicki,Clay,1456.447423994548
Antoni Orlinski,Clay,1484.7864308924557
Fabian Nickel,Clay,1495.1415625214179
David Virabian,Clay,1487.2186728778292
Djordje Jocic,Clay,1481.1748268150434
Nikita Fomine,Clay,1450.494324395287
Alexandr Igoshin,Clay,1487.6702687947195
Angelos Lenis,Clay,1446.915060158902
Evgeny Khomenko,Clay,1480.8932301361629
Yannis Baltogiannis,Clay,1351.621645938687
Sebastian Lavie,Clay,1531.089700469642
Jeroen Vanneste,Clay,1642.1300378795677
Raphael Hemmeler,Clay,1486.4854636321577
Alexander Ritschard,Clay,2068.841061759485
Richard Becker,Clay,1794.447152241111
Julian Onken,Clay,1533.8148874313404
Edgar Gasparyan,Clay,1494.8675395088494
Gleb Bagateliya,Clay,1487.0489914473008
Michel Dornbusch,Clay,1581.550144319321
Bobbie De Goeijen,Clay,1342.8152491873552
Kevin Griekspoor,Clay,1537.0247810330736
Patrick Ofner,Clay,1694.7330726705993
Christian Trubrig,Clay,1686.4935095895316
Eldar Sebastian Rosianu,Clay,1482.2539379521802
Juan Manuel Benitez Chavarriaga,Clay,1656.9986643031546
Bruno Santanna,Clay,1776.3002000047102
Marcus Vinicius Marques Correa Meyer,Clay,1494.7279685431945
Sebastian Falla Ramirez,Clay,1488.3358716471073
Julio Benegas,Clay,1491.5768073535135
Mathias Oliver Rast,Clay,1477.147405479535
David Pamminger,Clay,1387.528691443172
Zhuo Qing Zhou,Clay,1465.536754977736
Svyatoslav Knyazev,Clay,1487.4567691483524
Jaroslaw Bienkowski,Clay,1493.6634666813022
Ivan Gomez Mantilla,Clay,1439.1768804365531
Asis De La Maza,Clay,1453.6587128758667
Vladimir Geller,Clay,1487.3971210782956
Roberto Carballes Baena,Clay,2115.80364357118
Ivan Martinez Montoro,Clay,1481.156560806076
Olaf De Weerdt,Clay,1346.450070406806
Emilien Firmin,Clay,1514.2491588698097
Patrick Elias,Clay,1466.9412547275888
Kevin Jordi,Clay,1486.7462935141282
Michael Ess,Clay,1484.0
Andro Zunic,Clay,1489.8158103089788
Felipe Escobar,Clay,1406.8213214028283
Tim Nekic,Clay,1504.958455441311
Ralf Steinbach,Clay,1476.7188215920405
Tom Schonenberg,Clay,1504.0065537867465
Steffen Solomon,Clay,1441.4820785824463
Onyeka Mbanu,Clay,1473.4072127235222
Kaza Vinayak Sharma,Clay,1482.430952917956
Leonardo Gasparini,Clay,1482.248567257483
Claude Benz,Clay,1481.9281376514741
David Siersdorfer,Clay,1470.5155678488093
David Perez Sanz,Clay,1564.3281342808302
Alexey Nesterov,Clay,1375.0166486853477
Ignacio Gonzalez Muniz,Clay,1484.018557793678
Yahor Yatsyk,Clay,1435.5912334060154
Levan Mamtadzhi,Clay,1452.9413612293908
Juan Pablo Boada G,Clay,1437.4737893412782
Yann Minster,Clay,1446.113470358673
Mark Fynn,Clay,1488.868726496592
Marc Stillitano,Clay,1504.932826962777
Agris Kolomicevs,Clay,1483.767890287423
Mehdi Bourassi,Clay,1482.6572359861332
Mattla Campus,Clay,1491.4407528408062
Henry Muyanja,Clay,1480.435485895902
Karim Kadry,Clay,1349.8803585035314
Zaki Al Abdullah,Clay,1484.0
Hamid Reza Nadaf,Clay,1370.3550069650805
Mark Alexander Kepler,Clay,1487.8020386661578
Rod Mehrtash,Clay,1479.5353566432464
Sylvester Alamdar,Clay,1479.6897264094723
Mohamed Said Chaki,Clay,1495.6900077571206
Alessandro Luisi,Clay,1493.556510441732
Hamed Yazdi,Clay,1462.9962383796178
Seyed Ali Taheri Hanji,Clay,1463.3395815354802
Peter Goldsteiner,Clay,1425.3001549168157
Nami Malek,Clay,1476.4663571755466
Marcos Vinicius Dias,Clay,1452.7192696294894
Roggan Gracie,Clay,1494.4329981277226
Lucas Abella,Clay,1443.1743414685207
Hesam Yazdi,Clay,1356.4485322033959
Amir Sedghi Nassab,Clay,1442.7732058040813
Rafael Ferreira,Clay,1490.2195972737843
